Cl-36;10000;1000000;301000
Cl-38;10;100000;#N/D!
Cm-240;100;100000;#N/D!
Cm-241;100;1000000;#N/D!
Cm-242;100;100000;0,446269678
Cm-243;1;10000;#N/D!
Cm-244;10;10000;18,1
Cm-245;1;1000;#N/D!
Cm-246;1;1000;#N/D!
Cm-247;1;10000;#N/D!
Cm-248;1;1000;#N/D!
Co-55;10;1000000;#N/D!
Co-56;10;100000;0,21142348
Co-57;100;1000000;0,741957563
Co-58;10;1000000;0,193839836
Co-58m;10000;10000000;#N/D!
Co-60;10;100000;5,27
Cr-51;1000;10000000;0,075838467
Cs-129;100;100000;#N/D!
Cs-131;1000;1000000;#N/D!
Cs-132;10;100000;#N/D!
Cs-134;10;10000;2,06
Cs-134m;1000;100000;#N/D!
Cs-135;10000;10000000;#N/D!
Cs-136;10;100000;#N/D!
Cs-137;10;10000;30,16
Cu-64;100;1000000;0,001448779
Cu-67;100;1000000;#N/D!
Dy-159;1000;10000000;#N/D!
Dy-165;1000;1000000;#N/D!
Dy-166;1000;1000000;#N/D!
Er-169;10000;10000000;0,025735797
Er-171;100;1000000;#N/D!
Eu-147;100;1000000;#N/D!
Eu-148;10;1000000;#N/D!
Eu-149;100;10000000;#N/D!
Eu-150a;10;1000000;#N/D!
Eu-150b;1000;1000000;#N/D!
Eu-152;10;1000000;13,3
Eu-152m;100;1000000;#N/D!
Eu-154;10;1000000;8,8
Eu-155;100;10000000;4,96
Eu-156;10;1000000;#N/D!
F-18;10;1000000;0,000208732
Fe-52;10;1000000;#N/D!
Fe-55;10000;1000000;2,7
Fe-59;10;1000000;0,12183436
Fe-60;100;100000;#N/D!
Ga-67;100;1000000;0,008925394
Ga-68;10;100000;0,000129858
Ga-72;10;100000;#N/D!
Gd-146;10;1000000;#N/D!
Gd-148;10;10000;#N/D!
Gd-153;100;10000000;0,66255989
Gd-159;1000;1000000;#N/D!
Ge-68;10;100000;0,788501027
Ge-71;10000;100000000;#N/D!
Ge-77;10;100000;#N/D!
H-3;1000000;1000000000;12,3
Hf-172;10;1000000;#N/D!
Hf-175;100;1000000;#N/D!
Hf-181;10;1000000;0,116084873
Hf-182;100;1000000;#N/D!
Hg-194;10;1000000;#N/D!
Hg-195m;100;1000000;#N/D!
Hg-197;100;10000000;0,007310062
Hg-197m;100;1000000;#N/D!
Hg-203;100;100000;0,127583847
Ho-166;1000;100000;#N/D!
Ho-166m;10;1000000;#N/D!
I-121;100;1000000;0,000242
I-123;100;10000000;0,001505818
I-124;10;1000000;0,011444216
I-125;1000;1000000;0,164544832
I-126;100;1000000;#N/D!
I-129;100;100000;15700000
I-131;100;1000000;0,02201232
I-132;10;100000;0,00026155
I-133;10;1000000;0,002372804
I-134;10;100000;#N/D!
I-135;10;1000000;#N/D!
In-111;100;1000000;0,007748118
In-113m;100;1000000;#N/D!
In-114;1000;100000;0,000002283
In-114m;100;1000000;#N/D!
In-115m;100;1000000;#N/D!
Ir-189;100;10000000;#N/D!
Ir-190;10;1000000;0,032251882
Ir-192;10;10000;0,202600958
Ir-194;100;100000;#N/D!
K-40;100;1000000;1280000000
K-43;10;1000000;#N/D!
Kr-81;10000;10000000;#N/D!
Kr-85;100000;10000;10,7
Kr-85m;1000;10000000000;#N/D!
Kr-87;100;1000000000;#N/D!
Kr-88;100;1000000000;0,0003242
La-137;1000;10000000;#N/D!
La-140;10;100000;0,004599589
Lu-172;10;1000000;0,0183436
Lu-173;100;10000000;#N/D!
Lu-174;100;10000000;#N/D!
Lu-174m;100;10000000;#N/D!
Lu-177;1000;10000000;0,018370979
Lu-177m;10;1000000;0,43945
Mg-28;10;100000;#N/D!
Mn-52;10;100000;#N/D!
Mn-53;10000;1000000000;#N/D!
Mn-54;10;1000000;0,854209446
Mn-56;10;100000;0,000294319
Mo-93;1000;100000000;#N/D!
Mo-99;100;1000000;0,00752909
N-13;100;1000000000;#N/D!
Na-22;10;1000000;2,6
Na-24;10;100000;0,001711157
Nb-93m;10000;10000000;#N/D!
Nb-94;10;1000000;#N/D!
Nb-95;10;1000000;0,096098563
Nb-97;10;1000000;#N/D!
Nd-147;100;1000000;#N/D!
Nd-149;100;1000000;#N/D!
Ni-59;10000;100000000;#N/D!
Ni-63;100000;100000000;100
Ni-65;10;1000000;0,000287474
Np-235;1000;10000000;#N/D!
Np-236a;100;100000;#N/D!
Np-236b;1000;10000000;#N/D!
Np-237;1;1000;2140000
Np-239;100;10000000;0,006461328
Os-185;10;1000000;#N/D!
Os-191;100;10000000;#N/D!
Os-191m;1000;10000000;#N/D!
Os-193;100;1000000;#N/D!
Os-194;100;100000;#N/D!
P-32;1000;100000;0,039151266
P-33;100000;100000000;0,06954141
Pa-230;10;1000000;#N/D!
Pa-231;1;1000;#N/D!
Pa-233;100;10000000;#N/D!
Pb-201;10;1000000;#N/D!
Pb-202;1000;1000000;#N/D!
Pb-203;100;1000000;#N/D!
Pb-205;10000;10000000;#N/D!
Pb-210;10;10000;22,3
Pb-212;10;100000;#N/D!
Pb-214;100;1000000;0,0000514
Pd-103;1000;100000000;#N/D!
Pd-107;100000;100000000;#N/D!
Pd-109;1000;1000000;#N/D!
Pm-143;100;1000000;#N/D!
Pm-144;10;1000000;#N/D!
Pm-145;1000;10000000;17,7
Pm-147;10000;10000000;2,62
Pm-148m;10;1000000;#N/D!
Pm-149;1000;1000000;#N/D!
Pm-151;100;1000000;#N/D!
Po-210;10;10000;0,377823409
Pr-142;100;100000;#N/D!
Pr-143;10000;1000000;0,03714
Pt-188;10;1000000;#N/D!
Pt-191;100;1000000;#N/D!
Pt-193;10000;10000000;#N/D!
Pt-193m;1000;10000000;#N/D!
Pt-195m;100;1000000;#N/D!
Pt-197;1000;1000000;#N/D!
Pt-197m;100;1000000;#N/D!
Pu-236;10;10000;#N/D!
Pu-237;1000;10000000;#N/D!
Pu-238;1;10000;87,7
Pu-239;1;10000;24100
Pu-240;1;1000;#N/D!
Pu-241;100;100000;#N/D!
Pu-242;1;10000;#N/D!
Pu-244;1;10000;#N/D!
Pu-Be;1;10000;24000
Ra-223;100;100000;0,031293634
Ra-224;10;100000;0,010020534
Ra-225;100;100000;#N/D!
Ra-226;10;10000;1600
Ra-228;10;100000;#N/D!
Rb-81;10;1000000;#N/D!
Rb-83;100;1000000;#N/D!
Rb-84;10;1000000;0,089801506
Rb-86;100;100000;0,050924025
Rb-87;10000;10000000;#N/D!
Re-184;10;1000000;#N/D!
Re-184m;100;1000000;#N/D!
Re-186;1000;1000000;0,010349076
Re-187;1000000;1000000000;#N/D!
Re-188;100;100000;0,001939311
Re-189;100;1000000;0,000273791
Rh-101;100;10000000;#N/D!
Rh-102;10;1000000;#N/D!
Rh-102m;100;1000000;#N/D!
Rh-103m;10000;100000000;#N/D!
Rh-105;100;10000000;#N/D!
Rh-99;10;1000000;#N/D!
Rn-222;10;100000000;#N/D!
Ru-103;100;1000000;0,107597536
Ru-105;10;1000000;#N/D!
Ru-106;100;100000;1,01
Ru-97;100;10000000;#N/D!
S-35;100000;100000000;0,239288159
Sb-122;100;10000;0,007392197
Sb-124;10;1000000;0,164818617
Sb-125;100;1000000;2,77
Sb-126;10;100000;#N/D!
Sc-44;10;100000;#N/D!
Sc-46;10;1000000;0,229431896
Sc-47;100;1000000;0,009144
Sc-48;10;100000;#N/D!
Se-75;100;1000000;0,328542094
Se-79;10000;10000000;#N/D!
Si-31;1000;1000000;#N/D!
Si-32;1000;1000000;#N/D!
Sm-145;100;10000000;0,9315
Sm-147;10;10000;1,06E+11
Sm-151;10000;100000000;#N/D!
Sm-153;100;1000000;0,005338809
Sn-113;1000;10000000;0,314852841
Sn-117m;100;1000000;#N/D!
Sn-119m;1000;10000000;#N/D!
Sn-121;100000;10000000;0,003082
Sn-121m;1000;10000000;#N/D!
Sn-123;1000;1000000;#N/D!
Sn-125;100;100000;#N/D!
Sn-126;10;100000;#N/D!
Sr-82;10;100000;#N/D!
Sr-85;100;1000000;0,177412731
Sr-85m;100;10000000;#N/D!
Sr-87m;100;1000000;#N/D!
Sr-89;1000;1000000;0,138261465
Sr-90;100;10000;29,1
Sr-91;10;100000;#N/D!
Sr-92;10;1000000;0,000309149
Ta-178;10;1000000;#N/D!
Ta-179;1000;10000000;#N/D!
Ta-182;10;10000;0,314852841
Tb-157;10000;10000000;#N/D!
Tb-158;10;1000000;#N/D!
Tb-160;10;1000000;#N/D!
Tc-95m;10;1000000;#N/D!
Tc-96;10;1000000;#N/D!
Tc-96m;1000;10000000;#N/D!
Tc-97;1000;100000000;#N/D!
Tc-97m;1000;10000000;#N/D!
Tc-98;10;1000000;#N/D!
Tc-99;10000;10000000;213000
Tc-99m;100;10000000;0,000686744
Te-121;10;1000000;0,046543463
Te-121m;100;100000;0,421629021
Te-123m;100;10000000;0,327720739
Te-125m;1000;10000000;0,158795346
Te-127;1000;1000000;0,001066621
Te-127m;1000;10000000;0,298425736
Te-129;100;1000000;#N/D!
Te-129m;1000;1000000;#N/D!
Te-131m;10;1000000;#N/D!
Te-132;100;10000000;0,008768
Th-227;10;10000;#N/D!
Th-228;1;10000;1,91
Th-229;1;1000;#N/D!
Th-230;1;10000;77000
Th-231;1000;10000000;#N/D!
Th-232;10;10000;14000000000
Th-234;1000;100000;0,06598
Ti-44;10;100000;#N/D!
Tl-200;10;1000000;#N/D!
Tl-201;100;1000000;0,008323066
Tl-202;100;1000000;#N/D!
Tl-204;10000;10000;3,78
Tm-167;100;1000000;#N/D!
Tm-170;1000;1000000;0,353182752
Tm-171;10000;100000000;#N/D!
U Depleted;1;1000;#N/D!
U Enriched 10-20%;1;1000;#N/D!
U Natural;1;1000;#N/D!
U-230;10;10000;#N/D!
U-232;10;10000;#N/D!
U-233;100;100000;158000
U-234;100;100000;244000
U-235;10;10000;704000000
U-236;100;100000;23400000
U-237;10;1000000;0,0185558
U-238;10;10000;4470000000
V-48;10;100000;#N/D!
V-49;10000;10000000;#N/D!
W-178;10;1000000;#N/D!
W-181;1000;10000000;0,331506849
W-185;10000;10000000;0,205612594
W-187;100;1000000;#N/D!
W-188;100;100000;0,190006845
Xe-122;100;1000000000;#N/D!
Xe-123;100;1000000000;#N/D!
Xe-127;1000;100000;#N/D!
Xe-131m;10000;10000;#N/D!
Xe-133;1000;10000;0,014346338
Xe-135;1000;10000000000;#N/D!
Y-87;10;1000000;#N/D!
Y-88;10;1000000;0,2917
Y-90;1000;100000;0,007310062
Y-91;1000;1000000;#N/D!
Y-91m;100;1000000;#N/D!
Y-92;100;100000;#N/D!
Y-93;100;100000;#N/D!
Yb-169;100;10000000;0,087611225
Yb-175;1000;10000000;#N/D!
Zn-65;10;1000000;0,668035592
Zn-69;10000;1000000;0,000108373
Zn-69m;100;1000000;#N/D!
Zr-88;100;1000000;#N/D!
Zr-89;10;1000000;0,0089612
Zr-93;1000;10000000;#N/D!
Zr-95;10;1000000;0,17522245
Zr-97;10;100000;#N/D!
